TIPS;NOSAUKUMS;ADRESE
Valsts iestāde;Valsts probācijas dienesta Rīgas Austrumu reģiona Salaspils nodaļa;Rīgas iela 30A, Salaspils, Salaspils nov., LV-2169
Valsts iestāde;Valsts probācijas dienesta Rīgas Rietumu reģiona teritoriālā struktūrvienība;Liepājas iela 3D, Rīga, LV-1002
Valsts iestāde;Veselības un darbspēju ekspertīzes ārstu valsts komisija / Valsts bērnu tiesību aizsardzības inspekcija;Ventspils iela 53, Rīga, LV-1002
Valsts iestāde;Kultūras ministrija;Krišjāņa Valdemāra iela 11A, Rīga, LV-1010
Valsts iestāde;Rīgas rajona tiesa (Siguldā);Šveices iela 27, Sigulda, Siguldas nov., LV-2150
Valsts iestāde;Zemgales rajona tiesa (Ogrē);Brīvības iela 6, Ogre, Ogres nov., LV-5001
Valsts iestāde;Uzņēmumu reģistra Liepājas reģionālā nodaļa;Graudu iela 27/29, Liepāja, LV-3401 (apkalpošana klātienē nenotiek!)
Valsts iestāde;Rīgas apgabaltiesa;Brīvības bulvāris 34, Rīga, LV-1050
Valsts iestāde;Rīgas rajona tiesa (Rīgā);Aiviekstes iela 6, Rīga, LV-1019
Valsts iestāde;Rīgas pilsētas Vidzemes priekšpilsētas tiesa;Abrenes iela 8, Rīga, LV-1050
Valsts iestāde;Veselības un darbspēju ekspertīzes ārstu valsts komisijas Valmieras nodaļa;Jumaras iela 195, Valmiera, LV-4201
Valsts iestāde;Lauku atbalsta dienesta Austrumlatgales reģionālā lauksaimniecības pārvalde;Brāļu Skrindu iela 11, Rēzekne, LV-4601
Valsts iestāde;Lauku atbalsta dienesta Dienvidlatgales reģionālā lauksaimniecības pārvalde;Mehanizatoru iela 2A, Preiļi, Preiļu nov., LV-5301
Valsts iestāde;Lauku atbalsta dienesta Ziemeļaustrumu reģionālā lauksaimniecības pārvalde;Ābeļu iela 2, Gulbene, Gulbenes nov., LV-4401
Valsts iestāde;Lauku atbalsta dienesta Dienvidkurzemes reģionālā lauksaimniecības pārvalde;Viesnīcas iela 1, Saldus, Saldus nov., LV-3801
Valsts iestāde;Uzņēmumu reģistra Valmieras reģionālā nodaļa;Rīgas iela 25C, Valmiera, LV-4201 (apkalpošana klātienē nenotiek!)
Valsts iestāde;Administratīvā rajona tiesa Jelgavas tiesu nams;Atmodas iela 19, Jelgava, LV-3007
Valsts iestāde;Rīgas pilsētas Pārdaugavas tiesa;Daugavgrīvas iela 58, Rīga, LV-1007
Valsts iestāde;Zemgales rajona tiesa (Tukumā);Pils iela 16, Tukums, Tukuma nov., LV-3101
Valsts iestāde;Daugavpils tiesa;18. novembra iela 37, Daugavpils, LV-5401
Valsts iestāde;Latgales apgabaltiesa;Atbrīvošanas aleja 95, Rēzekne, LV-4601
Valsts iestāde;Rēzeknes tiesa;Dārzu iela 24, Rēzekne, LV-4601
Valsts iestāde;Kurzemes rajona tiesa (Liepājā);Republikas iela 14, Liepāja, LV-3401
Valsts iestāde;Kurzemes apgabaltiesa;Kūrmājas prospekts 2/6, Liepāja, LV-3401
Valsts iestāde;Ekonomikas ministrija;Brīvības iela 55, Rīga, LV-1010
Valsts iestāde;Maksātnespējas kontroles dienests;Mārstaļu iela 19, Rīga, LV-1050
Valsts iestāde;Uzņēmumu reģistra Bauskas reģionālā nodaļa;Katoļu iela 3, Bauska, Bauskas nov., LV-3901 (apkalpošana klātienē nenotiek!)
Valsts iestāde;Administratīvā rajona tiesa Liepājas tiesu nams;Lielā iela 4, Liepāja, LV-3401
Valsts iestāde;Administratīvā rajona tiesa Rīgas tiesu nams;Baldones iela 1, Rīga, LV-1007
Valsts iestāde;Uzņēmumu reģistra Ventspils reģionālā nodaļa;Inženieru iela 101, Ventspils, LV-3601 (apkalpošana klātienē nenotiek!)
Valsts iestāde;Lauku atbalsta dienesta Ziemeļvidzemes reģionālā lauksaimniecības pārvalde;Mūrmuižas iela 18, Valmiera, LV-4201
Valsts iestāde;Valsts reģionālās attīstības aģentūra;Alberta iela 10, Rīga, LV-1010
Valsts iestāde;Administratīvā apgabaltiesa / Administratīvā rajona tiesa Rīgas tiesu nams;Baldones iela 1A, Rīga, LV-1007
Valsts iestāde;Vidzemes rajona tiesa (Valmierā);Garā iela 5, Valmiera, LV-4201
Valsts iestāde;Zemgales apgabaltiesa;Akadēmijas iela 9, Jelgava, LV-3001
Valsts iestāde;Zemgales rajona tiesa (Jelgavā);Dambja iela 12, Jelgava, LV-3001
Valsts iestāde;Valsts probācijas dienesta Rīgas Rietumu reģiona teritoriālās struktūrvienības Jūrmalas nodaļa;Ventspils šoseja 32, Jūrmala, LV-2011
Valsts iestāde;Valsts probācijas dienesta Rīgas Rietumu reģiona teritoriālās struktūrvienības Olaines nodaļa;Kūdras iela 27, Olaine, Olaines nov., LV-2114
Valsts iestāde;Valsts probācijas dienesta Zemgales reģiona teritoriālā struktūrvienība;Dobeles iela 62A, Jelgava, LV-3001
Valsts iestāde;Valsts zemes dienests;11. novembra krastmala 31, Rīga, LV-1050
Valsts iestāde;Latvijas Lauku konsultāciju un izglītības centrs;Rīgas iela 34, Ozolnieki, Ozolnieku pag., Ozolnieku nov., LV-3018
Valsts iestāde;Lauku atbalsta dienesta Viduslatvijas reģionālā lauksaimniecības pārvalde;Rīgas iela 111, Jēkabpils, LV-5202
Valsts iestāde;Lauku atbalsta dienesta Ziemeļkurzemes reģionālā lauksaimniecības pārvalde;Dundagas iela 4, Talsi, Talsu nov., LV-3201
Valsts iestāde;Veselības ministrija;Brīvības iela 72 k-1, Rīga, LV-1011
Valsts iestāde;Zemgales rajona tiesa (Jēkabpilī) / Uzņēmumu reģistra Jēkabpils reģionālā nodaļa;Neretas iela 39, Jēkabpils, LV-5201
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Priekuļu VPVKAC;Cēsu prospekts 5, Priekuļi, Priekuļu pag., Priekuļu nov., LV-4126
Pašvaldības iestāde;Braslavas pagasta pārvalde;"Vilzēnu pamatskola", Vilzēni, Braslavas pag., Alojas nov., LV-4068
Pašvaldības iestāde;Ludzas novada Bāriņtiesa;Skolas iela 26, Ludza, Ludzas nov., LV-5701
Pašvaldības iestāde;Aizputes novada pašvaldība;Atmodas iela 22, Aizpute, Aizputes nov., LV-3456
Pašvaldības iestāde;Ventspils novada pašvaldība;Skolas iela 4, Ventspils, LV-3601
Pašvaldības iestāde;Ugāles pagasta pārvalde;"Ugāles pagasta nams", Ugāle, Ugāles pag., Ventspils nov., LV-3615
Pašvaldības iestāde;Zlēku pagasta pārvalde;"Pūcītes", Zlēkas, Zlēku pag., Ventspils nov., LV-3617
Pašvaldības iestāde;Dagdas novada pašvaldība / Sociālais dienests;Alejas iela 4, Dagda, Dagdas nov., LV-5674
Pašvaldības iestāde;Dagdas Tūrisma informācijas centrs;Skolas iela 6, Dagda, Dagdas nov., LV-5674
Pašvaldības iestāde;Vecsaules pagasta pārvalde;"Pagastmāja", Vecsaule, Vecsaules pag., Bauskas nov., LV-3932
Pašvaldības iestāde;Ventspils novada Sociālais dienests;Lielā iela 2A, Piltene, Ventspils nov., LV-3620
Pašvaldības iestāde;Jūrkalnes Tautas nams/ Vētru muzejs;"Tautas nams", Jūrkalne, Jūrkalnes pag., Ventspils nov., LV-3626
Pašvaldības iestāde;Pļaviņu novada Dzimtsarakstu nodaļa;Dzelzceļa iela 11, Pļaviņas, Pļaviņu nov., LV-5120
Izglītības iestāde;Aknīstes vidusskola;Skolas iela 19, Aknīste, Aknīstes nov., LV-5208
Izglītības iestāde;Tārgales pamatskola;"Tārgales skola", Tārgale, Tārgales pag., Ventspils nov., LV-3621
Izglītības iestāde;Pirmsskolas izglītības iestāde "Zelta Zivtiņa";Talsu iela 16, Roja, Rojas nov., LV-3264
Izglītības iestāde;PIKC "Liepājas Mūzikas, mākslas un dizaina vidusskola";Ausekļa iela 11/15, Liepāja, LV-3401
Izglītības iestāde;Pirmsskolas izglītības iestāde “Sprīdītis”;Dārza iela 42, Liepāja, LV-3401
Izglītības iestāde;Liepājas kristīgā pirmsskolas izglītības iestāde;Celmu iela 4, Liepāja, LV-3405
Izglītības iestāde;Pirmsskolas izglītības iestāde “Sauleszaķis”;Oskara Kalpaka iela 58, Liepāja, LV-3405
Izglītības iestāde;Pirmsskolas izglītības iestāde “Stārķis”;Stārķu iela 30, Liepāja, LV-3405
Izglītības iestāde;Pirmsskolas izglītības iestāde “Rūķītis”;Apšu iela 6, Liepāja, LV-3401
Izglītības iestāde;Pirmsskolas izglītības iestāde “Delfīns”;Elizabetes iela 4, Liepāja, LV-3405
Izglītības iestāde;Liepājas pirmsskolas izglītības iestāde “Mazulītis”;Dunikas iela 17, Liepāja, LV-3407
Izglītības iestāde;Pirmsskolas izglītības iestāde  “Pūcīte”;Bāriņu iela 32A, Liepāja, LV-3401
Izglītības iestāde;Liepājas speciālā pirmsskolas izglītības iestāde “Kriksītis”;Eduarda Veidenbauma iela 16, Liepāja, LV-3401
Izglītības iestāde;Pirmsskolas izglītības iestāde “Pienenīte”;Pulkveža Brieža iela 10A, Liepāja, LV-3414
Izglītības iestāde;Pirmsskolas izglītības iestāde “Kāpēcītis”;Miera iela 40/42, Liepāja, LV-3411
Izglītības iestāde;Pirmsskolas izglītības iestāde "Liesmiņa";Strazdu iela 6, Liepāja, LV-3405
Izglītības iestāde;Pirmsskolas izglītības iestāde "Dzintariņš";Dzintaru iela 90, Liepāja, LV-3416
Izglītības iestāde;Pāvilostas pirmsskolas izglītības iestāde "Dzintariņš";Stadiona iela 6, Pāvilosta, Pāvilostas nov., LV-3466
Izglītības iestāde;PIKC "Nacionālā Mākslu vidusskola";Kalnciema iela 12, Rīga, LV-1048
Izglītības iestāde;Biznesa, mākslas un tehnoloģiju augstskola RISEBA;Meža iela 3, Rīga, LV-1048
Bibliotēka;Jūrkalnes bibliotēka;"Krasti", Jūrkalne, Jūrkalnes pag., Ventspils nov., LV-3626
Nevalstiska organizācija;Biedrība "Maģie suiti";"Kaijas", Jūrkalnes pag., Ventspils nov., LV-3626
Valsts iestāde;Tieslietu ministrija;Brīvības bulvāris 36, Rīga, LV-1050
Valsts iestāde;Finanšu ministrija / Centrālā finanšu un līgumu aģentūra;Smilšu iela 1, Rīga, LV-1050
Valsts iestāde;Datu valsts inspekcija;Blaumaņa iela 11/13, Rīga, LV-1011
Valsts iestāde;Valsts ugunsdzēsības un glābšanas dienests;Maskavas iela 5, Rīga, LV-1050
Valsts iestāde;Latvijas Ģeotelpiskās informācijas aģentūra;Ojāra Vācieša iela 43, Rīga, LV-1004
Valsts iestāde;Juridiskās palīdzības administrācija;Pils laukums 4, Rīga, LV-1050
Valsts iestāde;Latviešu valodas aģentūra;Lāčplēša iela 35, Rīga, LV-1011
Valsts iestāde;Sociālās integrācijas valsts aģentūra;Dubultu prospekts 71, Jūrmala, LV-2015
Valsts iestāde;Dienas centrs "Rītausma";Kandavas iela 27, Rīga, LV-1083
Valsts iestāde;Rīgas rajona tiesa (Jūrmalā);Zigfrīda Meierovica prospekts 1A, Jūrmala, LV-2015
Valsts iestāde;Zemgales rajona tiesa (Bauskā);Zaļā iela 12, Bauska, Bauskas nov., LV-3901
Valsts iestāde;Zemgales rajona tiesa (Dobelē);Muldavas iela 16, Dobele, Dobeles nov., LV-3701
Valsts iestāde;Zemgales rajona tiesa (Aizkrauklē);Spīdolas iela 4, Aizkraukle, Aizkraukles nov., LV-5101
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Aglonas VPVKAC;Somersētas iela 34, Aglona, Aglonas pag., Aglonas nov., LV-5304
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Tērvetes VPVKAC;"Sprīdītis", Kroņauce, Tērvetes pag., Tērvetes nov., LV-3730
Pašvaldības iestāde;Krimuldas novada dome;Parka iela 1, Ragana, Krimuldas pag., Krimuldas nov., LV-2144
Izglītības iestāde;Banku augstskola;Krišjāņa Valdemāra iela 161, Rīga, LV-1013
Izglītības iestāde;Rīgas Dizaina un mākslas vidusskola;Krišjāņa Valdemāra iela 139, Rīga, LV-1013
Izglītības iestāde;Sociālās integrācijas valsts aģentūras koledža / Jūrmalas profesionālā vidusskola;Slokas iela 61, Jūrmala, LV-2015
Bibliotēka;Skaistas pagasta bibliotēka;Miera iela 6, Skaista, Skaistas pag., Krāslavas nov., LV-5671
Bibliotēka;Robežnieku pagasta Joņinu bibliotēka;"Saules", Skuki, Robežnieku pag., Krāslavas nov., LV-5666
Nevalstiska organizācija;Latvijas Nedzirdīgo savienības Rehabilitācijas centrs;Elvīras iela 19 k-3, Rīga, LV-1083
Pašvaldības iestāde;Tērvetes pagasta pārvalde;"Sprīdītis", Kroņauce, Tērvetes pag., Tērvetes nov., LV-3730
Bibliotēka;Piedrujas pagasta bibliotēka;"Jaunība", Piedruja, Piedrujas pag., Krāslavas nov., LV-5662
Valsts iestāde;Kurzemes rajona tiesa (Kuldīgā);Kalna iela 25, Kuldīga, Kuldīgas nov., LV-3301
Izglītības iestāde;Rīgas 47. vidusskola;Skaistkalnes iela 7, Rīga, LV-1004
Nevalstiska organizācija;Rīgas aktīvo senioru alianse (RASA);Cēsu iela 8, Rīga, LV-1012
Valsts iestāde;Latvijas Dabas muzejs;Krišjāņa Barona iela 4, Rīga, LV-1050
Valsts iestāde;Nacionālās kultūras mantojuma pārvalde;Mazā Pils iela 19, Rīga, LV-1050
Valsts iestāde;Ārlietu ministrija;Krišjāņa Valdemāra iela 3, Rīga, LV-1010
Valsts iestāde;Nodarbinātības valsts aģentūra;Krišjāņa Valdemāra iela 38 k-1, Rīga, LV-1010
Pašvaldības iestāde;Rundāles novada dome;"Pilsrundāle 1", Pilsrundāle, Rundāles pag., Rundāles nov., LV-3921
Pašvaldības iestāde;Liepājas Sociālais dienests;Eduarda Veidenbauma iela 3, Liepāja, LV-3401
Izglītības iestāde;Jūrmalas Alternatīvā skola;Viestura iela 6, Jūrmala, LV-2010
Izglītības iestāde;Upesleju pamatskola;"Internātpamatskola", Upeslejas, Stopiņu nov., LV-2118
Izglītības iestāde;Rīgas 28. vidusskola;Sliežu iela 23, Rīga, LV-1005
Izglītības iestāde;Liepājas speciālā pirmsskolas izglītības iestāde "Gulbītis";Evalda Rimbenieka iela 1, Liepāja, LV-3401
Izglītības iestāde;Viļānu vidusskola;Rēzeknes iela 1A, Viļāni, Viļānu nov., LV-4650
Izglītības iestāde;Liepājas Liedaga vidusskola;Liedaga iela 5, Liepāja, LV-3416
Izglītības iestāde;Liepājas 3. pamatskola;Lazaretes iela 8, Liepāja, LV-3414
Izglītības iestāde;Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola;Rīgas iela 50, Liepāja, LV-3401
Izglītības iestāde;Liepājas 7. vidusskola;Celmu iela 6, Liepāja, LV-3405
Izglītības iestāde;Liepājas 8.vidusskola;Dunikas iela 9/11, Liepāja, LV-3407
Izglītības iestāde;J. Čakstes Liepājas pilsētas 10. vidusskola;Alejas iela 16, Liepāja, LV-3401
Izglītības iestāde;Liepājas Ezerkrasta sākumskola;Lauku iela 54, Liepāja, LV-3411
Izglītības iestāde;Liepājas Katoļu pamatskola;Peldu iela 17, Liepāja, LV-3401
Izglītības iestāde;Privātsākumskola "Varavīksne";Republikas iela 23, Liepāja, LV-3401
Izglītības iestāde;Amatas pamatskola;Lielā iela 10, Ieriķi, Drabešu pag., Amatas nov., LV-4139
Bibliotēka;Pilsrundāles bibliotēka;"Pilsrundāle 1", Pilsrundāle, Rundāles pag., Rundāles nov., LV-3921
Bibliotēka;Viesturu bibliotēka;Skolas iela 1, Viesturi, Viesturu pag., Rundāles nov., LV-3921
Bibliotēka;Vecrundāles bibliotēka;"Rundāles pasts", Vecrundāle, Rundāles pag., Rundāles nov., LV-3921
Bibliotēka;Svitenes biznesa bibliotēka;"Gaismas", Svitene, Svitenes pag., Rundāles nov., LV-3917
Bibliotēka;Jaunalūksnes bibliotēka;"Dālderi", Kolberģis, Jaunalūksnes pag., Alūksnes nov., LV-4350
Bibliotēka;Lapmežciema bibliotēka;Liepu iela 4, Lapmežciems, Lapmežciema pag., Engures nov., LV-3118
Nevalstiska organizācija;Mērsraga invalīdu atbalsta centrs;Kadiķu iela 1, Mērsrags, Mērsraga nov., LV-3284
Nevalstiska organizācija;Mamma mammai fonds;Ventspils iela 15, Kuldīga, Kuldīgas nov., LV-3301
Nevalstiska organizācija;Brocēnu hokeja klubs;Ezera iela 1, Brocēni, Brocēnu nov., LV-3851
Nevalstiska organizācija;Kuldīgas Senioru skola;Virkas iela 31, Kuldīga, Kuldīgas nov., LV-3301
Nevalstiska organizācija;Kurzemes NVO centrs;Liepājas iela 14, Kuldīga, Kuldīgas nov., LV-3301
Nevalstiska organizācija;Metro Coworking Kuldīga;Liepājas iela 8, Kuldīga, Kuldīgas nov., LV-3301
Nevalstiska organizācija;Kapelleru nams;Striķu iela 7, Saldus, Saldus nov., LV-3801
Nevalstiska organizācija;Živica;Nākotnes iela 1, Saldus, Saldus nov., LV-3801
Nevalstiska organizācija;Jaunlutriņu attīstības biedrība;Upes iela 4, Jaunlutriņi, Jaunlutriņu pag., Saldus nov., LV-3876
Nevalstiska organizācija;Saldus pensionāru biedrība;Kuldīgas iela 13, Saldus, Saldus nov., LV-3801
Nevalstiska organizācija;Biedrība "Riekstkodis";Bērzu iela 4, Zirņi, Zirņu pag., Saldus nov., LV-3853
Nevalstiska organizācija;Makšķerēšanas biedrība "Asari";Striķu iela 30A, Saldus, Saldus nov., LV-3801
Nevalstiska organizācija;Sieviešu interešu klubs "Vadakstes liepas";"Krāces 2", Vadakste, Vadakstes pag., Saldus nov., LV-3895
Nevalstiska organizācija;Kaijas nami;"Kaijas", Vadakste, Vadakstes pag., Saldus nov., LV-3895
Nevalstiska organizācija;Koris "Saldava";Avotu iela 12, Saldus, Saldus nov., LV-3801
Nevalstiska organizācija;Rīgas Kurzemes rajona pensionāru apvienība;Dzirciema iela 24, Rīga, LV-1007
Valsts iestāde;Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Madonas nodaļa;Saules iela 17, Madona, Madonas nov., LV-4801
Valsts iestāde;Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Valkas nodaļa;Rūjienas iela 3D, Valka, Valkas nov., LV-4701
Valsts iestāde;Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Alūksnes un Gulbenes nodaļa;Lielā Ezera iela 6, Alūksne, Alūksnes nov., LV-4301
Valsts iestāde;Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Alūksnes un Gulbenes nodaļa;Ābeļu iela 8, Gulbene, Gulbenes nov., LV-4401
Valsts iestāde;Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Limbažu nodaļa;Jaunā iela 2A, Limbaži, Limbažu nov., LV-4001
Valsts iestāde;Valsts probācijas dienesta Kurzemes reģiona teritoriālās struktūrvienības Talsu nodaļa;Raiņa iela 12A, Talsi, Talsu nov., LV-3201
Valsts iestāde;Valsts probācijas dienesta Kurzemes reģiona teritoriālās struktūrvienības Ventspils nodaļa;Atpūtas iela 16, Ventspils, LV-3601
Valsts iestāde;Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Balvu nodaļa;Bērzpils iela 5, Balvi, Balvu nov., LV-4501
Valsts iestāde;Valsts probācijas dienesta Latgales reģiona teritoriālā struktūrvienība / Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Daugavpils 1. nodaļa / Valsts probācijas dienesta Latgales reģiona teritoriālās struktūr;Lāčplēša iela 41, Daugavpils, LV-5401
Valsts iestāde;Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Krāslavas nodaļa;Rēzeknes iela 33A, Krāslava, Krāslavas nov., LV-5601
Valsts iestāde;Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Ludzas nodaļa;Raiņa iela 16, Ludza, Ludzas nov., LV-5701
Valsts iestāde;Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Preiļu nodaļa;Talsu iela 2A, Preiļi, Preiļu nov., LV-5301
Valsts iestāde;Valsts probācijas dienesta Latgales reģiona teritoriālās struktūrvienības Rēzeknes nodaļa;Atbrīvošanas aleja 93A, Rēzekne, LV-4601
Bibliotēka;Bērsteles bibliotēka;Bērsteles iela 4, Bērstele, Viesturu pag., Rundāles nov., LV-3927
Bibliotēka;Laucienes bibliotēka;"Pagastmāja", Lauciene, Laucienes pag., Talsu nov., LV-3285
Bibliotēka;Talsu Galvenā bibliotēka;Brīvības iela 17A, Talsi, Talsu nov., LV-3201
Bibliotēka;Durbes novada Rāvas bibliotēka;"Internāts", Rāva, Dunalkas pag., Durbes nov., LV-3452
