id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"589,""Caunes"",""15235"",""5352"",""57.4245645"",""26.2023708"",""Labā"",""V248"","""",""Smiltenes novads"",""Grundzāles pagasts"","""""
"590,""Caunes"",""15236"",""5352"",""57.4250182"",""26.2031761"",""Kreisā"",""V248"","""",""Smiltenes novads"",""Grundzāles pagasts"","""""
"591,""Ceipji"",""15489"",""6048"",""57.9028788"",""25.0443460"",""Labā"",""V164"","""",""Mazsalacas novads"","""","""""
"592,""Ceipji"",""15490"",""6048"",""57.9036183"",""25.0442864"",""Kreisā"",""V164"","""",""Mazsalacas novads"","""","""""
"593,""Celmi"",""14645"",""3968"",""57.0422145"",""24.8286682"",""Labā"",""V58"","""",""Siguldas novads"",""Allažu pagasts"","""""
"594,""Celmi"",""14646"",""3968"",""57.0426384"",""24.8297007"",""Kreisā"",""V58"","""",""Siguldas novads"",""Allažu pagasts"","""""
"595,""Celmiņi"",""15060"",""4894"",""57.6579095"",""25.2481119"",""Kreisā"",""V112"","""",""Burtnieku novads"",""Burtnieku pagasts"","""""
"596,""Celmiņi"",""15061"",""4894"",""57.6581214"",""25.2482185"",""Labā"",""V112"","""",""Burtnieku novads"",""Burtnieku pagasts"","""""
"597,""Celmiņi"",""15189"",""5182"",""56.5010294"",""24.7147472"",""Kreisā"",""P87"","""",""Vecumnieku novads"",""Valles pagasts"",""Valle"""
"598,""Celtnieks"",""11835"",""332"",""56.7072146"",""24.1130197"",""Labā"",""V7"","""",""Olaines novads"",""Olaines pagasts"","""""
"599,""Celtnieks"",""11804"",""332"",""56.7074881"",""24.1132538"",""Kreisā"",""V7"","""",""Olaines novads"",""Olaines pagasts"","""""
"601,""Ceļa meistars"",""15491"",""6051"",""56.5119920"",""25.9280800"",""Kreisā"",""A12"",""Zīlānu iela"",""Jēkabpils"","""","""""
"602,""Ceļa meistars"",""15492"",""6051"",""56.5121302"",""25.9285991"",""Labā"",""A12"",""Zīlānu iela"",""Jēkabpils"","""","""""
"603,""Ceļinieki"",""13242"",""1197"",""55.8060283"",""26.5256606"",""Labā"",""V674"","""",""Daugavpils novads"",""Laucesas pagasts"","""""
"604,""Ceļinieki"",""13243"",""1197"",""55.8068555"",""26.5258002"",""Kreisā"",""V674"","""",""Daugavpils novads"",""Laucesas pagasts"","""""
"605,""Ceļmalas"",""13928"",""2814"",""57.5055474"",""27.2134580"",""Labā"",""V390"","""",""Alūksnes novads"",""Mārkalnes pagasts"","""""
"606,""Ceļmalas"",""13929"",""2814"",""57.5055510"",""27.2133550"",""Kreisā"",""V390"","""",""Alūksnes novads"",""Mārkalnes pagasts"","""""
"607,""Ceļmalas"",""15493"",""6054"",""57.2453391"",""24.4909985"",""Kreisā"",""P6"","""",""Sējas novads"","""","""""
"608,""Rododendru audzētava"",""13407"",""1732"",""56.9597612"",""23.9526112"",""Kreisā"",""A5"",""Jūrmalas gatve"",""Mārupes novads"","""","""""
"609,""Ceļu daļa"",""14832"",""4360"",""56.7071915"",""21.6219376"",""Labā"",""P115"",""P115 "",""Aizputes novads"",""Aizputes pilsēta"",""Aizpute"""
"610,""Ceļu daļa"",""14833"",""4360"",""56.7074753"",""21.6218677"",""Kreisā"",""P115"",""P115 67"",""Aizputes novads"",""Aizputes pilsēta"",""Aizpute"""
"611,""Cenas"",""13351"",""1444"",""56.7033780"",""23.8161090"",""Labā"",""P100"","""",""Ozolnieku novads"",""Cenu pagasts"","""""
"612,""Cenas"",""13352"",""1444"",""56.7040442"",""23.8169422"",""Kreisā"",""P100"","""",""Ozolnieku novads"",""Cenu pagasts"","""""
"613,""Centra laukums"",""15064"",""4908"",""56.3529540"",""26.1764208"",""Labā"",""A6"",""A6 75"",""Līvānu novads"",""Līvānu pilsēta"",""Līvāni"""
"614,""Centra laukums"",""15065"",""4908"",""56.3530347"",""26.1765306"",""Kreisā"",""A6"",""A6 98-102"",""Līvānu novads"",""Līvānu pilsēta"",""Līvāni"""
"615,""Centrālā slimnīca"",""15494"",""9399"",""56.5530640"",""21.0916120"",""Kreisā"","""",""Grīzupes iela"",""Liepāja"","""","""""
"616,""Centrālais laukums"",""15495"",""6056"",""56.6007583"",""25.2531834"",""Labā"","""",""Lāčplēša iela 1A"",""Aizkraukles novads"",""Aizkraukles pilsēta"",""Aizkraukle"""
"617,""Centrālais laukums"",""15496"",""6056"",""56.6007468"",""25.2555872"",""Kreisā"","""",""Lāčplēša iela 3A"",""Aizkraukles novads"",""Aizkraukles pilsēta"",""Aizkraukle"""
"618,""Centrs"",""15243"",""5366"",""56.7191682"",""21.6042701"",""Kreisā"",""P117"",""Atmodas iela"",""Aizputes novads"",""Aizputes pilsēta"",""Aizpute"""
"619,""Centrs"",""15244"",""5366"",""56.7193631"",""21.6043170"",""Labā"",""P117"",""Atmodas iela "",""Aizputes novads"",""Aizputes pilsēta"",""Aizpute"""
"620,""Cepļu kalni"",""14977"",""4781"",""57.4837639"",""26.2139047"",""Kreisā"",""V248"","""",""Smiltenes novads"",""Grundzāles pagasts"","""""
"621,""Cepļu kalni"",""14978"",""4781"",""57.4837765"",""26.2138693"",""Labā"",""V248"","""",""Smiltenes novads"",""Grundzāles pagasts"","""""
"622,""Cēre"",""13542"",""1988"",""57.1076665"",""22.8689630"",""A/V"",""V1432"","""",""Kandavas novads"",""Cēres pagasts"",""Cēre"""
"623,""Ceriņi"",""13551"",""2017"",""56.6992517"",""24.0695909"",""Kreisā"",""V12"","""",""Olaines novads"",""Olaines pagasts"",""Jāņupe"""
"624,""Ceriņi"",""13552"",""2017"",""56.6993950"",""24.0685375"",""Labā"",""V12"","""",""Olaines novads"",""Olaines pagasts"",""Jāņupe"""
"625,""Ceriņi"",""13420"",""1780"",""57.1589919"",""25.8563315"",""Kreisā"",""V304"","""",""Jaunpiebalgas novads"",""Zosēnu pagasts"","""""
"626,""Ceriņi"",""13421"",""1780"",""57.1590983"",""25.8571404"",""Labā"",""V304"","""",""Jaunpiebalgas novads"",""Zosēnu pagasts"","""""
"627,""Ceriņi"",""14313"",""3565"",""56.7486316"",""25.6097031"",""Labā"",""P79"","""",""Kokneses novads"",""Bebru pagasts"","""""
"628,""Ceriņi"",""15497"",""6080"",""56.5255606"",""24.0290075"",""Kreisā"",""V1082"","""",""Ozolnieku novads"","""","""""
"629,""Ceriņi"",""15498"",""6080"",""56.5255867"",""24.0290025"",""Labā"",""V1082"","""",""Ozolnieku novads"","""","""""
"630,""Ceriņu dārzs"",""13353"",""1446"",""56.6097165"",""23.2959026"",""Kreisā"",""V1098"",""Zaļā iela 106"",""Dobeles novads"",""Dobeles pilsēta"",""Dobele"""
"631,""Ceriņu dārzs"",""13354"",""1446"",""56.6098318"",""23.2955594"",""Labā"",""V1098"",""Zaļā iela 106"",""Dobeles novads"",""Dobeles pilsēta"",""Dobele"""
"632,""Cēsu alus"",""15499"",""9578"",""57.3165604"",""25.3019324"",""Kreisā"","""",""Eduarda Veidenbauma iela 16"",""Cēsu novads"",""Cēsu pilsēta"",""Cēsis"""
"633,""Cēsu kalns"",""13827"",""2654"",""57.0445045"",""24.8374859"",""Labā"",""V58"","""",""Siguldas novads"",""Allažu pagasts"","""""
"634,""Cēsu kalns"",""13828"",""2654"",""57.0449057"",""24.8388119"",""Kreisā"",""V58"","""",""Siguldas novads"",""Allažu pagasts"","""""
"635,""Cidoniju iela"",""15500"",""6082"",""56.9252777"",""24.2592179"",""Kreisā"","""",""Garā iela"",""Ropažu novads"","""",""Dreiliņi"""
"636,""Cielavas"",""14866"",""4522"",""56.8950037"",""23.8032144"",""Labā"",""C5"","""",""Mārupes novads"","""",""Cielavas"""
"637,""Ciem. Sakstagals"",""13522"",""1961"",""56.5347555"",""27.1432218"",""Kreisā"",""V552"","""",""Rēzeknes novads"",""Sakstagala pagasts"",""Sakstagals"""
"638,""Ciemats"",""13779"",""2533"",""56.2005377"",""26.5033338"",""Labā"",""V678"",""Vītolu iela 1"",""Vārkavas novads"",""Upmalas pagasts"",""Upmala"""
"639,""Ciemats"",""13780"",""2533"",""56.2012205"",""26.5026615"",""Kreisā"",""V678"",""Vītolu iela 1"",""Vārkavas novads"",""Upmalas pagasts"",""Upmala"""
"641,""Cīniju iela"",""15146"",""5008"",""56.8097214"",""24.6431059"",""Labā"",""V967"",""J.Čakstes prospekts"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"642,""Cīniju iela"",""15147"",""5008"",""56.8098664"",""24.6423293"",""Kreisā"",""V967"",""J.Čakstes prospekts"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"643,""Ciriša ezers"",""13908"",""2769"",""56.1240294"",""27.0116301"",""Kreisā"",""V762"","""",""Aglonas novads"",""Aglonas pagasts"",""Aglona"""
"644,""Ciriša ezers"",""13909"",""2769"",""56.1243548"",""27.0118223"",""Labā"",""V762"","""",""Aglonas novads"",""Aglonas pagasts"",""Aglona"""
"645,""Cirsenieki"",""14585"",""3918"",""56.3028159"",""26.1913214"",""Labā"",""A6"","""",""Līvānu novads"",""Jersikas pagasts"","""""
"646,""Cirsenieki"",""14586"",""3918"",""56.3034190"",""26.1911512"",""Kreisā"",""A6"","""",""Līvānu novads"",""Jersikas pagasts"","""""
"647,""Cirsmas"",""15502"",""6086"",""56.9680660"",""24.6616612"",""Kreisā"",""V66"","""",""Ropažu novads"","""",""Ropaži"""
"648,""Cirsmas"",""15503"",""6086"",""56.9683206"",""24.6608548"",""Labā"",""V66"","""",""Ropažu novads"","""",""Ropaži"""
"649,""Cirši"",""13176"",""7376"",""55.9421439"",""26.7183214"",""Labā"",""V686"",""Skolas iela 23A"",""Daugavpils novads"",""Naujenes pagasts"",""Naujene"""
"650,""Cirši"",""13177"",""7376"",""55.9421502"",""26.7181754"",""Kreisā"",""V686"",""Skolas iela 23A"",""Daugavpils novads"",""Naujenes pagasts"",""Naujene"""
"651,""Cīruļi"",""13529"",""1971"",""57.3735877"",""22.4780040"",""Kreisā"",""V1411"","""",""Talsu novads"",""Valdgales pagasts"",""Cīruļi"""
"652,""CSDD"",""15504"",""6088"",""56.6132116"",""25.2413462"",""Kreisā"","""",""Jaunceltnes iela 8"",""Aizkraukles novads"",""Aizkraukles pilsēta"",""Aizkraukle"""
"653,""CSDD"",""15505"",""6088"",""56.6133666"",""25.2398661"",""Labā"","""",""Jaunceltnes iela 8"",""Aizkraukles novads"",""Aizkraukles pilsēta"",""Aizkraukle"""
"654,""CSDD"",""15506"",""6090"",""56.9503216"",""23.7638439"",""Labā"","""",""Slokas iela"",""Jūrmala"","""","""""
"655,""CSDD"",""15507"",""6090"",""56.9503605"",""23.7632548"",""Kreisā"","""",""Slokas iela"",""Jūrmala"","""","""""
"656,""CSDD"",""13038"",""744"",""56.6307480"",""23.2635040"",""Labā"",""P97"","""",""Dobeles novads"",""Dobeles pilsēta"",""Dobele"""
"657,""CSDD"",""13039"",""744"",""56.6355848"",""23.2595343"",""Kreisā"",""P97"","""",""Dobeles novads"",""Dobeles pilsēta"",""Dobele"""
"658,""Jēkabpils (Cukurfabrikas iela)"",""15960"",""6598"",""56.5172610"",""25.8540050"",""Labā"",""A6"",""Rīgas iela"",""Jēkabpils"","""","""""
"659,""Jēkabpils (Cukurfabrikas iela)"",""15961"",""6598"",""56.5173228"",""25.8539961"",""Kreisā"",""A6"",""Rīgas iela"",""Jēkabpils"","""","""""
"660,""Čabas"",""15508"",""6092"",""56.7688987"",""24.6466628"",""Kreisā"","""",""Zvejnieku iela"",""Ogres novads"",""Ogresgala pagasts"",""Ciemupe"""
"661,""Čabūti"",""13741"",""2467"",""56.3897505"",""23.8156623"",""Labā"",""V1072"","""",""Jelgavas novads"",""Sesavas pagasts"","""""
"662,""Čabūti"",""13742"",""2467"",""56.3904857"",""23.8160724"",""Kreisā"",""V1072"","""",""Jelgavas novads"",""Sesavas pagasts"","""""
"663,""Čagas"",""14774"",""4231"",""56.8029802"",""24.2485378"",""Labā"",""P89"","""",""Ķekavas novads"",""Ķekavas pagasts"","""""
"664,""Čaupi"",""15057"",""4886"",""55.8983555"",""27.3592845"",""Kreisā"",""V627"","""",""Krāslavas novads"",""Kalniešu pagasts"","""""
"665,""Čaupi"",""15058"",""4886"",""55.8989305"",""27.3595207"",""Labā"",""V627"","""",""Krāslavas novads"",""Kalniešu pagasts"","""""
"666,""Čiekuri"",""15509"",""6149"",""56.8919009"",""23.9866559"",""Kreisā"",""V15"",""Stīpnieku ceļš"",""Mārupes novads"","""","""""
"667,""Čiekuri"",""15510"",""6149"",""56.8923697"",""23.9864122"",""Labā"",""V15"",""Stīpnieku ceļš"",""Mārupes novads"","""","""""
"668,""Čiekuru iela"",""15511"",""6151"",""56.9393234"",""23.6820489"",""Labā"","""",""Mežmalas iela"",""Jūrmala"","""","""""
"669,""Čiekuru iela"",""15512"",""6151"",""56.9395396"",""23.6821569"",""Kreisā"","""",""Mežmalas iela"",""Jūrmala"","""","""""
"670,""Čukāni"",""14822"",""4347"",""56.7881670"",""26.3040309"",""Labā"",""P62"","""",""Madonas novads"",""Praulienas pagasts"","""""
"671,""Čukāni"",""14823"",""4347"",""56.7892113"",""26.3034400"",""Kreisā"",""P62"","""",""Madonas novads"",""Praulienas pagasts"","""""
"672,""Čumpji"",""14261"",""3437"",""57.8863904"",""25.5357560"",""Kreisā"",""V230"","""",""Naukšēnu novads"",""Naukšēnu pagasts"","""""
"673,""Čumpji"",""14262"",""3437"",""57.8864271"",""25.5356265"",""Labā"",""V230"","""",""Naukšēnu novads"",""Naukšēnu pagasts"","""""
"674,""Beberbeķu dabas parks"",""14067"",""2971"",""56.9367565"",""23.9185590"",""Labā"",""A5"","""",""Mārupes novads"","""","""""
"675,""Beberbeķu dabas parks"",""14068"",""2971"",""56.9368725"",""23.9191351"",""Kreisā"",""A5"","""",""Mārupes novads"","""","""""
"676,""Dākas"",""13930"",""2816"",""56.6968506"",""24.3286112"",""Kreisā"",""V9"","""",""Ķekavas novads"","""","""""
"677,""Dākas"",""13931"",""2816"",""56.6973009"",""24.3294358"",""Labā"",""V9"","""",""Ķekavas novads"","""","""""
"678,""Dāliņi"",""15087"",""4952"",""56.5022820"",""24.1725565"",""Labā"",""V1037"","""",""Bauskas novads"",""Codes pagasts"","""""
"679,""Dambenieki"",""14437"",""3734"",""56.4645359"",""21.4263428"",""Kreisā"",""V1210"","""",""Priekules novads"",""Virgas pagasts"","""""
"680,""Dambenieki"",""14438"",""3734"",""56.4645557"",""21.4263502"",""Labā"",""V1210"","""",""Priekules novads"",""Virgas pagasts"","""""
"681,""Dambis"",""14979"",""4783"",""56.8171628"",""24.6523024"",""Kreisā"",""V996"",""Brīvības iela"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"682,""Dambis"",""14980"",""4783"",""56.8175597"",""24.6529089"",""Labā"",""V996"",""Brīvības iela"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"683,""Dambja iela"",""15513"",""6152"",""56.4939676"",""25.8709486"",""Labā"",""P76"",""Brīvības iela 115"",""Jēkabpils"","""","""""
"684,""Dambja iela"",""15514"",""6152"",""56.4946181"",""25.8703103"",""Kreisā"",""P76"",""P76 123"",""Jēkabpils"","""","""""
"685,""Dambji"",""15088"",""4953"",""56.7993373"",""24.0747097"",""Labā"",""V7"","""",""Olaines novads"",""Olaines pagasts"","""""
"686,""Dambji"",""15089"",""4953"",""56.8004054"",""24.0748158"",""Kreisā"",""V7"","""",""Olaines novads"",""Olaines pagasts"","""""
"687,""Damrozes"",""15190"",""5185"",""57.2265650"",""25.7610843"",""Kreisā"",""V300"","""",""Raunas novads"",""Drustu pagasts"","""""
"688,""Damrozes"",""15191"",""5185"",""57.2267100"",""25.7612039"",""Labā"",""V300"","""",""Raunas novads"",""Drustu pagasts"","""""
"689,""Daneri"",""14986"",""4824"",""56.7462557"",""21.8352196"",""Kreisā"",""V1272"","""",""Kuldīgas novads"",""Laidu pagasts"","""""
"690,""Daneri"",""14987"",""4824"",""56.7468046"",""21.8342256"",""Labā"",""V1272"","""",""Kuldīgas novads"",""Laidu pagasts"","""""
"691,""Jaunā iela"",""15515"",""6153"",""56.9516022"",""23.9132784"",""Labā"","""",""Jūrmalas iela"",""Mārupes novads"","""",""Piņķi"""
"692,""Darbnīcas"",""15245"",""5402"",""55.9836603"",""26.6991894"",""Kreisā"",""V686"","""",""Daugavpils novads"",""Maļinovas pagasts"",""Maļinova"""
"693,""Darbnīcas"",""15246"",""5402"",""55.9842147"",""26.6993392"",""Labā"",""V686"","""",""Daugavpils novads"",""Maļinovas pagasts"",""Maļinova"""
"694,""Darbnīcas"",""13756"",""2493"",""56.4558160"",""26.2737900"",""Kreisā"",""V755"","""",""Līvānu novads"",""Turku pagasts"","""""
"695,""Darbnīcas"",""13757"",""2493"",""56.4561420"",""26.2736090"",""Labā"",""V755"","""",""Līvānu novads"",""Turku pagasts"","""""
"696,""Darbnīcas"",""13979"",""2880"",""57.8838851"",""25.7476352"",""Kreisā"",""V256"","""",""Valkas novads"",""Ērģemes pagasts"","""""
"697,""Darbnīcas"",""13980"",""2880"",""57.8841078"",""25.7476001"",""Labā"",""V256"","""",""Valkas novads"",""Ērģemes pagasts"","""""
"698,""Darbnīcas"",""13294"",""1363"",""57.1994132"",""25.0417447"",""Labā"",""V283"","""",""Līgatnes novads"",""Līgatnes pagasts"",""Augšlīgatne"""
"699,""Darbnīcas"",""13295"",""1363"",""57.1999448"",""25.0418962"",""Kreisā"",""V283"","""",""Līgatnes novads"",""Līgatnes pagasts"",""Augšlīgatne"""
"700,""Darbnīcas"",""14307"",""3560"",""57.2872425"",""26.4324518"",""Kreisā"",""V411"","""",""Gulbenes novads"",""Lejasciema pagasts"","""""
"701,""Darbnīcas"",""14308"",""3560"",""57.2875064"",""26.4327966"",""Labā"",""V411"","""",""Gulbenes novads"",""Lejasciema pagasts"","""""
"702,""Darbnīcas"",""14263"",""3442"",""56.6616634"",""23.0290933"",""Kreisā"",""V1130"","""",""Dobeles novads"",""Annenieku pagasts"",""Kaķenieki"""
"703,""Dārdzāni"",""14048"",""2941"",""56.2883678"",""25.4250471"",""Labā"",""V792"","""",""Viesītes novads"",""Saukas pagasts"","""""
"704,""Dārdzāni"",""14049"",""2941"",""56.2884600"",""25.4250141"",""Kreisā"",""V792"","""",""Viesītes novads"",""Saukas pagasts"","""""
"705,""Dārtiņas"",""15072"",""4924"",""57.1456224"",""26.3084442"",""Labā"",""V433"","""",""Gulbenes novads"",""Lizuma pagasts"","""""
"706,""Dārtiņas"",""15073"",""4924"",""57.1460494"",""26.3089285"",""Kreisā"",""V433"","""",""Gulbenes novads"",""Lizuma pagasts"","""""
"707,""Dārza iela"",""11923"",""343"",""57.3106572"",""25.3606477"",""Kreisā"","""",""Dārza iela 6"",""Priekuļu novads"",""Priekuļu pagasts"",""Priekuļi"""
"708,""Dārza iela"",""11917"",""343"",""57.3107032"",""25.3607793"",""Labā"","""",""Dārza iela 7"",""Priekuļu novads"",""Priekuļu pagasts"",""Priekuļi"""
"709,""Dārza iela"",""11910"",""335"",""56.5936520"",""25.2357331"",""Labā"",""P87"",""Enerģētiķu iela 5"",""Aizkraukles novads"",""Aizkraukles pilsēta"",""Aizkraukle"""
"710,""Dārza iela"",""11907"",""335"",""56.5938001"",""25.2355000"",""Kreisā"",""P87"",""Enerģētiķu iela 5"",""Aizkraukles novads"",""Aizkraukles pilsēta"",""Aizkraukle"""
"711,""Dārziņi"",""15516"",""6154"",""56.9470872"",""23.7400208"",""Labā"","""",""Slokas iela"",""Jūrmala"","""","""""
"712,""Dārziņi"",""15517"",""6154"",""56.9471129"",""23.7395269"",""Kreisā"","""",""Slokas iela"",""Jūrmala"","""","""""
"713,""Katlakalna kapi"",""15228"",""5330"",""56.8954024"",""24.1720566"",""Kreisā"",""V2"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Katlakalns"""
"715,""Acones mazdārziņi"",""13936"",""2826"",""56.9140937"",""24.2669373"",""Labā"",""V35"","""",""Salaspils novads"",""Salaspils pagasts"",""Acone"""
"716,""Acones mazdārziņi"",""13937"",""2826"",""56.9141354"",""24.2655598"",""Kreisā"",""V35"","""",""Salaspils novads"",""Salaspils pagasts"",""Acone"""
"717,""Dārziņi"",""13510"",""1927"",""57.5862914"",""25.3170624"",""Labā"",""V216"","""",""Kocēnu novads"",""Kocēnu pagasts"","""""
"718,""Dārziņi"",""13511"",""1927"",""57.5862951"",""25.3170283"",""Kreisā"",""V216"","""",""Kocēnu novads"",""Kocēnu pagasts"","""""
"719,""Dārzniecība"",""14096"",""3001"",""56.7200593"",""26.2184579"",""Labā"",""P82"","""",""Madonas novads"",""Ļaudonas pagasts"",""Toce"""
"720,""Dārzniecība"",""14097"",""3001"",""56.7204301"",""26.2191958"",""Kreisā"",""P82"","""",""Madonas novads"",""Ļaudonas pagasts"",""Toce"""
"721,""Dārznieki"",""11970"",""368"",""56.5840734"",""23.6713752"",""Labā"",""V1056"",""Vilces iela 15"",""Jelgavas novads"",""Svētes pagasts"",""Svēte"""
"722,""Dārznieki"",""11953"",""368"",""56.5847559"",""23.6721179"",""Kreisā"",""V1056"",""Vilces iela 15"",""Jelgavas novads"",""Svētes pagasts"",""Svēte"""
"723,""Dārznieku iela"",""15518"",""6156"",""57.1228979"",""24.2647593"",""Kreisā"",""P1"","""",""Ādažu novads"","""","""""
"724,""Dārznieku iela"",""15519"",""6156"",""57.1233778"",""24.2677492"",""Labā"",""P1"","""",""Ādažu novads"","""",""Carnikava"""
"725,""Dārzu iela"",""15520"",""6159"",""56.9445221"",""23.7254454"",""Kreisā"","""",""Slokas iela"",""Jūrmala"","""","""""
"726,""Dārzu iela"",""15521"",""6159"",""56.9453365"",""23.7281811"",""Labā"","""",""Slokas iela"",""Jūrmala"","""","""""
"727,""Daubītes"",""14725"",""4066"",""57.5692988"",""25.4180106"",""Kreisā"",""V186"",""Alejas iela 12"",""Burtnieku novads"",""Valmieras pagasts"",""Valmiermuiža"""
"728,""Daubītes"",""14726"",""4066"",""57.5695172"",""25.4177733"",""Labā"",""V186"",""Alejas iela 12"",""Burtnieku novads"",""Valmieras pagasts"",""Valmiermuiža"""
"729,""Daudziešas"",""13629"",""2187"",""57.2600466"",""25.3607766"",""Labā"",""V294"","""",""Cēsu novads"",""Vaives pagasts"","""""
"730,""Daudziešas"",""13630"",""2187"",""57.2604062"",""25.3599909"",""Kreisā"",""V294"","""",""Cēsu novads"",""Vaives pagasts"","""""
